"","GeneSymbol","Mix1","Mix2","Mix3","Mix4","Mix5","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils","X"
"77","LY86",2926.711779,2088.113039,1326.296932,2567.923014,1532.613959,6947.982466,7763.972248,815.0088739,382.951912,398.8717851,198.5520941,176.7444504,208.4980914,379.3366843,1584.314572,243.1158973,224.0756082,5218.063407,1832.781159,1246.621776,6395.572444,1997.214217,601.1020453,297.4214468,221.121219,654.4709644,691.7851206,5882699.802
"78","MMP12",296.1102411,903.9055881,532.9502012,967.6442164,1875.723482,746.9258791,488.893271,163.9010445,79.27159307,52.70903607,114.8747346,105.1489388,81.69270078,265.1392895,233.2582309,98.16379,84.9536497,95.85109514,243.058639,399.1895721,221.5740634,15992.46965,3929.353984,207.7939338,2823.785573,241.2406344,296.4122687,11790086.55
"79","MMP9",928.252259,606.9026239,3907.842971,2746.408005,6395.340581,338.94428,388.1056494,357.9745698,286.9137339,359.6153524,395.4202673,258.4783862,424.4791722,396.8938938,338.8946519,688.2490954,284.1304512,335.4295326,38944.01868,2727.981464,16386.05747,3188.623948,2899.726139,1191.482432,12655.47888,635.0862911,6429.776491,78522426.74
"80","MNDA",346.2319451,1101.058084,2280.703862,4685.962105,6650.45783,29.5032353,276.0791648,5.02270779,50.81863936,9.217386051,8.750532337,4.525700455,13.50066477,38.28622427,2157.226727,790.3716005,301.3206314,11447.56145,2609.874357,4016.523813,1867.617958,4559.644609,2133.559627,2154.019115,1279.186504,3154.581987,22598.07416,26391578.82
"81","MS4A1",6232.029124,3795.155875,186.3633137,5395.230202,230.0865249,18085.9446,17478.14564,396.3913895,343.9223112,52.22897356,220.8581711,125.466199,112.2871276,272.6999955,505.1556973,193.3316222,177.3861387,128.6338935,31.97803261,94.49057817,64.19016147,64.56613288,122.1899811,80.29122433,52.09389632,704.4005013,274.6589928,26798018.17
"82","MS4A6A",759.0464809,1018.311224,1951.012832,877.7383843,2778.015853,1102.971199,616.0957235,326.3520803,221.1962643,167.8644908,216.3694922,177.7168106,149.2510114,453.0762101,2149.718655,222.7095319,191.822788,8814.800982,268.5081463,402.5623243,16167.182,3743.66762,167.4361623,704.4355853,501.7726181,408.7375549,1136.619238,14078162.46
"83","MZB1",2516.354673,3643.858849,220.489098,1563.436694,33.28143194,46.81934,122.2593141,20117.66469,42.83903749,70.2363913,9.914966708,21.78305128,18.16093232,65.46672008,62.51579389,21.76048739,26.15989089,24.85648896,22.27069193,30.4274162,33.81911592,23.21322482,22.41174764,30.79487517,29.49339673,52.52655798,29.79626914,18326733.04
"84","NCF2",630.6920973,1710.029406,3456.840615,6077.241547,9799.009651,153.4955828,345.1359814,194.190923,62.34284219,225.0278308,88.17850315,60.47608557,68.81156687,425.6902381,1620.910475,483.3850653,168.835817,12280.85608,15650.12064,762.0351121,11487.88902,11149.65069,3147.592954,956.1678627,1619.076321,20110.62767,17226.82018,44355678.9
"85","NKG7",1951.995483,1257.246393,6138.064234,626.8222774,1203.372291,6.994769751,10.33850341,7.726182177,8640.630717,106.5387015,679.6910465,947.3726372,7.582193721,18.51226305,10086.41757,13911.17937,14574.73469,34.65463899,4.93466715,217.2245766,6.547727883,4.961302934,6.557717872,429.3526592,573.0034371,24.2643021,13.31565465,22343434.7
"86","P2RX5",4003.002509,2722.962771,586.6361499,3128.03059,218.639527,9725.14216,9116.674392,2524.75311,784.9884834,670.8311858,770.0178375,524.8550881,2876.602126,725.3438736,1108.125761,507.7460936,492.8199974,175.5409499,33.05027296,21.68739568,20.0115018,37.21278271,35.5352843,174.3664719,298.9924978,355.9021695,35.46460502,7289900.095
"87","P2RY14",399.9815643,629.1130246,219.0024597,2029.545203,2035.464374,1638.857158,196.0477382,30.69853755,154.8611784,63.19960659,75.4038863,76.77594259,33.74435445,102.9533339,512.624542,214.6448472,215.2283477,51.7107481,7.681017154,21.35853068,852.5563739,214.7529288,24.7275648,2202.531209,1476.439279,9767.658851,1604.23718,4360356.071
"88","PLA2G7",209.0054697,438.0382184,1219.91812,476.0040752,1610.290382,100.7324553,79.06118962,69.94065389,24.31875779,12.76669965,36.51263796,39.26542516,37.60063067,108.8451808,178.7417662,73.09936856,50.30565877,1290.202807,10066.60469,1679.064856,1569.463396,5706.822398,5086.100024,1067.947829,980.107544,43.5153618,59.09237491,6302165.145
"89","PRF1",2959.715733,2634.185442,11171.48501,805.5706508,2192.136127,201.9573668,236.1351207,213.4124783,8182.518825,847.8104385,2130.073632,1288.368436,953.5011061,1643.00791,15440.12701,26164.60132,27164.52012,142.7487889,88.71604457,55.13574502,23.15489547,67.86490889,103.9210768,346.3646077,285.2205902,268.3717602,422.6697907,66700803.28
"90","PRG2",117.1775333,504.481541,492.4372035,2923.587005,2350.853207,98.84281244,125.3109437,157.5298559,126.6467707,107.0290453,139.1010495,165.4537351,35.31282708,68.52536924,16.54700608,70.81916153,82.7123624,117.086355,103.3752118,295.678865,263.6529152,85.47893602,89.83062765,19061.38442,20880.60329,189.2703998,59.65270386,34201427.9
"91","RNASE6",953.5546959,1365.73759,1108.285981,1310.013912,2006.291209,1799.683549,1157.232625,2281.114952,17.05134667,28.13135229,64.4438491,8.863552717,22.17275389,11.37316837,777.2554078,84.58792101,14.36766267,4038.448716,2527.65046,306.1693936,5075.103934,8418.335804,853.6151668,681.3654348,506.4674568,144.0092188,2002.128163,4386652.486
"92","S100A12",350.488775,806.51058,1788.000049,1778.510878,2346.451465,190.663133,205.6096122,206.614297,103.0892269,122.0464109,78.96882194,77.60907212,114.3269206,93.856191,2375.556565,1088.208915,220.6263312,11149.65069,143.0161359,258.3004281,123.701236,132.8315959,138.8702312,1054.174516,976.5083429,374.4516108,8781.768452,8341561.669
"93","SAMSN1",951.7462531,1537.375494,1958.667169,2947.771722,4122.614306,197.0884279,441.9005895,574.9216874,794.816235,609.2761383,1660.128114,2859.409338,577.4007393,1973.849465,1571.696585,1266.566015,2876.602126,1412.29406,645.6886884,5090.528151,3133.89778,2070.552906,7507.176097,6327.078194,4360.895256,11409.47833,1654.100485,7691510.826
"94","SELL",6657.594065,5699.49939,4224.123424,6559.582454,4261.687963,11102.0298,8002.61479,376.9049927,7418.862396,9805.46284,7104.510327,2531.49842,4188.175594,5165.445456,10585.56882,5741.494585,1590.659482,7242.740165,103.9204555,234.1716363,287.2191393,121.953751,137.3301011,353.9899758,288.7165574,3001.389383,13724.93946,18620151.97
"95","SIK1",3301.26614,2698.588688,670.9623891,2633.582703,625.6145996,5471.704926,5620.453994,7279.249666,1219.200313,494.4265452,410.006561,162.0409056,4922.268476,942.2614617,393.1870068,457.6523281,248.2954165,544.8091055,146.1531348,292.9918215,111.2439257,104.8119808,228.1768122,59.70681574,326.9960366,2371.944991,401.5465651,4819312.539
"96","TCL1A",2438.119029,2602.948741,106.285601,2309.174203,149.7291181,12117.94539,763.1449829,493.5179123,106.739179,133.6927662,105.523008,62.11998297,138.6741034,108.7230911,106.6455477,104.9994128,78.2920509,161.4604075,108.830925,109.218595,72.95993424,90.24888922,122.3968151,50.03226763,93.0399196,259.7561099,261.7385971,6517495.622
"97","TNFAIP6",351.2758412,917.1692775,1222.692308,1182.480524,3159.091855,267.9179363,259.8916347,141.1803804,81.29435266,36.71555117,94.24800971,79.12333165,63.61546587,131.8853818,147.6840939,123.7740746,145.8185128,233.4391136,347.1638911,19190.61594,325.3643379,245.9512171,8826.486407,253.2624558,2285.704444,203.2806125,3460.952883,19145457.83
"98","TPSAB1",483.6777667,938.4740416,899.4416512,4645.541518,3687.181673,1102.29779,794.7203184,151.7313169,376.0368021,43.36581215,284.8186666,147.2741095,481.0725006,28.78893808,262.6432093,465.2204213,311.7403372,543.6290931,358.1005731,368.9130231,365.4798555,397.8866549,396.8599394,27467.08759,29437.28907,918.5119625,1033.132677,68105858.22
"99","TRAC",6621.304915,5450.21166,3878.048809,2163.541863,1327.31073,572.5113556,1006.350088,215.8269579,13721.45552,14057.43026,15532.16188,8731.942274,20117.66469,19538.4969,3189.238319,815.6846136,506.0537577,208.9784165,252.2397003,151.3173183,142.6133419,215.6237237,255.9384554,159.567675,187.1669874,880.0902068,790.0055576,49433062.13
"100","TRBC1",5292.929838,4996.389508,4628.921069,1518.854401,1354.847735,575.8478308,930.328823,525.0492335,8923.922332,12460.73946,10179.78364,3287.836318,16623.7078,19876.20631,5338.319292,4520.50562,2812.593654,78.94320693,56.8335872,223.4955364,131.0995558,189.1209091,145.715446,114.6022938,47.87130436,551.5102039,181.0122765,34731186.23
"101","TRDC",1495.45384,1028.706702,5882.623928,323.7992965,1376.555923,88.17850315,81.15497901,101.0670278,3014.575466,282.0101621,781.3316356,486.8794819,370.2752613,124.6527289,17980.35398,10797.21174,11382.00872,61.01801703,30.12404697,22.31868643,24.26650252,46.6420448,30.42258616,247.3533379,209.0182876,165.8509884,162.1231973,22930740.45
"102","VNN2",234.0583635,353.1118104,665.0680469,3245.701159,3880.392959,64.9845649,79.68108191,51.04583679,445.4839483,574.7325605,87.43886769,7.680556652,183.1808863,81.25132533,1027.324135,600.7634958,133.9832531,3300.115435,462.8123954,6.198523194,8.255798098,6.33332463,7.339096499,242.3176356,17.98841772,9.753158043,18515.3558,15499161.29
